,Unnamed: 0.1,Unnamed: 0,CNPJ B,CNPJ O,CNPJ DV,MATRIZ/FIL,NOME FANT,STC,DATA STC,MOTIVO STC,CD EXT,PAIS,DT IN ATV,CNAE PRINCP,CNAE SECND,TIPO LOGR,LOGRD,NUMERO,COMPLEMENTO,BAIRRO,CEP,UF,MUNICIPIO,DDD1,TELEFONE1,DDD2,TELEFONE2,DDDFAX,FAX,CORREIO ELET,ST ESPC,DATA ST ESPC,CNAE PRINCIP
320,320,26,11676075,1,3,1,ALVANI MOTOS,2,2010-03-03,0,,,2010-03-03,Comércio a varejo de peças e acessórios novos para  motocicletas e motonetas,4543900,RUA,SAO JOSE,746,,CENTRO,63400000.0,CE,1375,88.0,99754130.0,88.0,92177724.0,,,,,,4541206
321,321,27,41426966,31,98,2,ZENIR MOVEIS,2,2011-06-08,0,,,2011-06-08,Comércio varejista de móveis,"4753900,4752100,4751201,4541203",RUA,ANTONIO VALDER VIANA,88,,CENTRO,63400000.0,CE,1375,85.0,33299020.0,,,,,,,,4754701
322,322,28,20495760,1,24,1,MERCADINHO ISADORA,2,2014-06-25,0,,,2014-06-25,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns","4721103,4723700,4755502",RUA,VICENTINA DE ALBUQUERQUE,209,,FATIMA,63400000.0,CE,1375,88.0,92072154.0,,,,,erivelton.santos@mdiasbranco.com.br,,,4712100
323,323,30,18032056,1,93,1,MERCADINHO BENICIO,2,2021-11-24,0,,,2013-05-01,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns","4723700,5611203,4755502,4772500",RUA,Alameda Jose Quintino,396,,Prado,63400000.0,CE,1375,88.0,98448789.0,,,,,ACSPLANEJAMENTO@GMAIL.COM,,,4712100
324,324,31,19022837,1,60,1,ASCONOSSA,2,2013-09-20,0,,,2013-09-20,Atividades de associações de defesa de direitos sociais,"9493600,9499500",SITIO,MANOEL ALEXANDRE 2,S/N,,ZONA RURAL,63400000.0,CE,1375,88.0,96170007.0,,,,,,,,9430800
325,325,33,21911072,1,60,1,ESPACO CULTURAL - SHOWS & EVENTOS,2,2015-02-23,0,,,2015-02-23,"Bares e outros estabelecimentos especializados em servir bebidas, com entretenimento","4723700,4729699,5611201,5611203,8230001",RUA,JOSE VICENTE DA SILVA,112,,PEGA AVOANTE,63400000.0,CE,1375,88.0,99052494.0,,,,,LUIZDOPADREEVENTOS@GMAIL.COM,,,5611205
326,326,34,23385761,1,4,1,PONTO DO PEIXE,2,2022-09-21,0,,,2015-10-01,Peixaria,,RUA,VEREADOR SALUSTIANO MOURA,000000,BOX 38 MPM JOSE FERN TEIXEIRA,CENTRO,63400000.0,CE,1375,88.0,81890989.0,,,,,ROSILENECAVALCANTE3344@GMAIL.COM,,,4722902
327,327,35,24884050,1,47,1,CESTAS MURIELY,2,2016-05-27,0,,,2016-05-27,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente,"4755503,4755502,4781400,4721102,4782201,4772500",RUA,VEREADOR ALVES DINIZ,51,ANEXO 01,FATIMA,63400000.0,CE,1375,88.0,97055759.0,,,,,murielynogueira@bol.com.br,,,4729699
328,328,36,24430479,1,64,1,MILK SHAKE MIX,2,2023-05-25,0,,,2016-03-21,"Lanchonetes, casas de chá, de sucos e similares",4729699,AVENIDA,DOM PEDRO LOPES,262,APT   A,CENTRO,63400000.0,CE,1375,88.0,97106665.0,,,,,EDSON_21_@HOTMAIL.COM,,,5611203
329,329,37,7047251,226,54,2,LOJA DE ATENDIMENTO,2,2014-05-13,0,,,2014-05-13,Distribuição de energia elétrica,"3512300,3513100",RUA,CORONEL JOSE CANDIDO,36,LOJA  02,CENTRO,63400000.0,CE,1375,85.0,34534493.0,85.0,34534899.0,,,FISCPRO@ENEL.COM,,,3514000
330,330,38,29818462,1,0,1,TOINHO MOTO PECAS,2,2018-03-01,0,,,2018-03-01,Comércio a varejo de peças e acessórios novos para  motocicletas e motonetas,"4742300,4741500,4530705,4543900,4732600,4744001",GALERIA,BACANA,51,,CENTRO,63400000.0,CE,1375,88.0,94281134.0,,,,,TOINHOMOTOPECASCEDRO@GMAIL.COM,,,4541206
331,331,39,30274778,1,50,1,NET LINK INSTALACOES E COMUNICACAO,2,2018-04-23,0,,,2018-04-23,Serviços de comunicação multimídia - SCM,"4751201,6190601,6311900,9511800",RUA,CEL. JOAO CANDIDO,460 B,,CENTRO,63400000.0,CE,1375,88.0,97292919.0,,,,,NETLINKCEDRO@GMAIL.COM,,,6110803
332,332,40,30545210,1,26,1,CONSTRUTORA FERREIRA,2,2018-05-24,0,,,2018-05-24,Construção de edifícios,4399101,SITIO,LAGOA DOS CAVALOS,S/N,,DISTRITO DE CANDEIAS,63400000.0,CE,1375,88.0,97995597.0,,,,,IDEAL.CONTABIL3@GMAIL.COM,,,4120400
333,333,42,30760124,1,36,1,AUTO POSTO FERNANDES,2,2018-06-21,0,,,2018-06-21,Comércio varejista de combustíveis para veículos automotores,4732600,RODOVIA,ROD CE 153 TRECHO LAGEDO - VARZEA DA CONCEICAO,SN,,VARZEA DA CONCEICAO,63400000.0,CE,1375,85.0,99852327.0,88.0,98523240.0,85.0,98523240.0,CILDOFERNANDES59@HOTMAIL.COM,,,4731800
334,334,44,31583021,1,0,1,FARMANICOLAS,2,2018-09-24,0,,,2018-09-24,"Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas",4772500,RUA,DO COMERCIO,155,,VARZEA DA CONCEICAO,63400000.0,CE,1375,88.0,35810000.0,,,,,MARIALUCILENEG@YAHOO.COM.BR,,,4771701
335,335,46,32882006,1,26,1,MIMOS EM LEMBRANCINHAS,2,2019-02-25,0,,,2019-02-25,Fabricação de produtos diversos não especificados anteriormente,"1529700,4789099,1813001,1412601,7319002,4755502,1521100,8592999,4782202,1813099,1340599,7420001",10A RUA,RUA :CORONEL JOAO CANDIDO,235,CASA,CENTRO,63400000.0,CE,1375,88.0,97859110.0,,,,,CHARMENIALIMA@OUTLOOK.COM,,,3299099
336,336,47,33960747,1,40,1,LELE TAREFA FRUTAS,2,2019-06-18,0,,,2019-06-18,Comércio varejista de hortifrutigranjeiros,"4712100,4721103",RUA,SENADOR JOAO TOME,26,,CENTRO,63400000.0,CE,1375,88.0,99940635.0,,,,,,,,4724500
337,337,48,34892321,1,60,1,Mercearia da Ana Lucia,2,2019-09-17,0,,,2019-09-17,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns","4723700,4721103,4713002,4755502,4772500",SITIO,Lagedo,708,,lagedo,63400000.0,CE,1375,88.0,98734240.0,,,,,,,,4712100
338,338,49,35380563,1,37,1,COMERCIO JB,2,2019-11-01,0,,,2019-11-01,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns","4772500,4789005",RUA,CICERO FERNANDES VIEIRA,397,,ALTO DO PADEIRO,63400000.0,CE,1375,88.0,99417217.0,,,,,LUZIAVIEIRAA19@GMAIL.COM,,,4712100
339,339,51,36055941,1,70,1,MERCADINHO VIEIRA,2,2020-01-20,0,,,2020-01-20,Comércio varejista de bebidas,"4729601,4713002,4721102,5611204",SITIO,LAGEDO,645.A,,LAGEDO,63400000.0,CE,1375,88.0,96541439.0,,,,,,,,4723700
340,340,52,36081639,1,96,1,VT TRANSPORTES,2,2020-01-21,0,,,2020-01-21,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",,RUA,SOA JOSE,1376,,PEGA AVOANTE,63400000.0,CE,1375,88.0,96780935.0,,,,,,,,4930202
341,341,53,36143446,1,12,1,BORRACHARIA 2000,2,2020-01-27,0,,,2020-01-27,Serviços de borracharia para veículos automotores,"4732600,4541206,4541207,4530705,4530703,4530704",RUA,AZARIAS ALVES DINIZ,70A,,CENTRO,63400000.0,CE,1375,88.0,99301790.0,,,,,,,,4520006
342,342,54,26179503,2,40,2,OPTICA EURO,2,2020-02-17,0,,,2020-02-17,Comércio varejista de artigos de óptica,"4783101,4783102",RUA,JOAO CANDIDO,36,LOJA  1,CENTRO,63400000.0,CE,1375,88.0,99251917.0,,,,,,,,4774100
343,343,55,36980304,1,0,1,MERCADO LIMA,2,2020-04-22,0,,,2020-04-22,Comércio varejista de produtos saneantes domissanitários,"4723700,4721103,4755502",RUA,DOS CAMPEOES,55,,PEGA AVOANTE,63400000.0,CE,1375,88.0,92990603.0,,,,,,,,4789005
344,344,56,37645372,1,85,1,LOJA LIRIOS,2,2020-07-07,0,,,2020-07-07,Comércio varejista de artigos do vestuário e acessórios,"4755502,4755503,4772500,4782202,4782201,4783102,4783101",RUA,OBI JUCA DINIZ,242,LETRA A,PRADO,63400000.0,CE,1375,88.0,98137375.0,,,,,LOJALIRIOS20@GMAIL.COM,,,4781400
345,345,57,37877506,1,93,1,ROBERTO RECICLAGENS E BR BEBIDAS,2,2020-07-28,0,,,2020-07-28,Comércio varejista de outros artigos usados,"3314707,3831901,3831999,3832700,3839499,4723700,4759899",RODOVIA,PADRE CICERO,SN,,VALE DO MACHADO,63400000.0,CE,1375,81.0,93800167.0,,,,,,,,4785799
346,346,58,40008746,1,66,1,DEPOSITO GARCIA,2,2020-12-03,0,,,2020-12-03,Comércio varejista de bebidas,,RUA,RAIMUNDO PAIVA DA SILVA,240,,DIVISAO,63400000.0,CE,1375,88.0,92864942.0,,,,,ESAU241@HOTMAIL.COM,,,4723700
347,347,59,40359137,1,51,1,MERCADINHO ALENCAR,2,2021-01-12,0,,,2021-01-12,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente,"4721103,4723700,4755503,4772500,4789005",RUA,SINHA DE ALCANTARA,347,,DIVISAO,63400000.0,CE,1375,88.0,98010397.0,,,,,JADSONBEZERRA_3@HOTMAIL.COM,,,4729699
348,348,60,40626974,1,8,1,JB FRIOS,2,2021-01-29,0,,,2021-01-29,Comércio varejista de carnes - açougues,"4723700,4721103",10A RUA,21 DE OUTUBRO,1316,CASA CASA,ALTO PADEIRO,63400000.0,CE,1375,88.0,99653406.0,,,,,CONTASC.PP@GMAIL.COM,,,4722901
349,349,62,41164388,1,43,1,ARTMINHA,2,2021-03-10,0,,,2021-03-10,Comercio varejista de artigos de armarinho,,AVENIDA,PEDRO LOPES VIEIRA,132,,CENTRO,63400000.0,CE,1375,88.0,98049618.0,,,,,NYZYNHA@GMAIL.COM,,,4755502
350,350,63,41370463,1,22,1,RR GAS,2,2021-03-26,0,,,2021-03-26,Comércio varejista de gás liqüefeito de petróleo (GLP),4930203,RUA,ZE PAJE,335,,CENTRO,63400000.0,CE,1375,11.0,20150915.0,,,,,CONTATO@MACCONTABIL.COM.BR,,,4784900
351,351,0,39901717,1,40,1,ATACADAO DAS FRUTAS & VERDURAS,2,2020-11-24,0,,,2020-11-24,Comércio varejista de hortifrutigranjeiros,"4721103,4712100",RUA,CORONEL JOSE DE ALBURQUERQUE,505,,CENTRO,63400000.0,CE,1375,88.0,92606601.0,,,,,THAMIRISOR23@GMAIL.COM,,,4724500
352,352,1,43926748,1,22,1,SERAFIM MODAS,2,2021-10-19,0,,,2021-10-19,Comércio varejista de artigos do vestuário e acessórios,"4789099,4789001,4755502,4763602,4755503,4763601,4772500,4782201,4783102",RUA,ANTONIO VALDER VIANA,180,SALA 01,CENTRO,63400000.0,CE,1375,88.0,92000990.0,,,,,SERAFIMMODAS2021@GMAIL.COM,,,4781400
353,353,2,44856669,1,55,1,CABELOS NO LUXO - KELENE,2,2022-01-13,0,,,2022-01-13,"Cabeleireiros, manicure e pedicure",9602502,RUA,PREFEITO ANTONIO ALVES DOS SANTOS,294,,FATIMA,63400000.0,CE,1375,88.0,96123730.0,,,,,KELENEFBVCEDROCE@GMAIL.COM,,,9602501
354,354,3,44888454,1,16,1,S COLLECTION,2,2022-01-17,0,,,2022-01-17,Comércio varejista de artigos do vestuário e acessórios,4783101,TRAVESSA,TRAVESSA ANTONIO MARQUES,33,APT 101,CENTRO,63400000.0,CE,1375,88.0,99945912.0,,,,,SANDYHELLEN_@HOTMAIL.COM,,,4781400
355,355,4,45514267,1,35,1,MFD EMPREENDIMENTOS ONLINE,2,2022-03-03,0,,,2022-03-03,Promoção de vendas,,RUA,RUA CORONEL CAETANO AFONSO,48,CASA,DIVISAO,63400000.0,CE,1375,88.0,96041658.0,,,,,ITHALOMANOELCOLARESCLEMENTINO@HOTMAIL.COM,,,7319002
356,356,5,47918298,1,87,1,AGUIA MOTOS,2,2022-09-12,0,,,2022-09-12,Comércio a varejo de peças e acessórios novos para  motocicletas e motonetas,"4732600,4541207,4530705,4530703,4530704,4520006",RUA,RAIMUNDO GUEDES MARTINS,14,SLJ PREDIO COMERCIAL,CENTRO,63400000.0,CE,1375,11.0,93499897.0,,,,,JCDNETO@HOTMAIL.COM,,,4541206
357,357,7,50073266,1,32,1,SORVETERIA E PETISCARIA DA JOANA,2,2023-03-24,0,,,2023-03-24,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente,"4723700,4721103,4721102,5611201,5611203",SITIO,CARIUZINHO,01,,ZONA RURAL,63400000.0,CE,1375,88.0,81770348.0,,,,,SORVETERIAEPETISCARIA01@GMAIL.COM,,,4729699
358,358,8,48261844,1,12,1,S & R EMPREENDIMENTOS,2,2022-10-11,0,,,2022-10-11,"Lanchonetes, casas de chá, de sucos e similares","7721700,5620104,4721103,5620101,4723700,4729699,4763602",10A RUA,NOVO CEDRO,10,CASA,CEDRO 1,63400000.0,CE,1375,88.0,99753765.0,,,,,CONTASC.PP@GMAIL.COM,,,5611203
359,359,12,6749385,1,70,1,CENTRO OPTICO,2,,0,,,2004-07-06,Comércio varejista de artigos de óptica,"4783101,4783102,4751201",RUA,CEL LUIZ FELIPE,170-A,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4774100
360,360,14,1524137,1,8,1,ASSUSA,2,2005-11-03,0,,,1996-10-09,Atividades de associações de defesa de direitos sociais,"9493600,9499500",SITIO,AGROVILA DO ACUDE UBALDINHO,SN,,SAO MIGUEL,63400000.0,CE,1375,88.0,97112588.0,88.0,92334167.0,,,,,,9430800
361,361,15,7126151,1,30,1,MERCADINHO SAO LUIZ,2,2004-11-23,0,,,2004-11-23,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",,RUA,SENADOR JOAO TOME,34,,CENTRO,63400000.0,CE,1375,88.0,99582719.0,,,,,clebio@brisannet.com.br,,,4712100
362,362,19,3294862,1,62,1,ASSOCIACAO FRANCISCA FERREIRA LIMA,2,2005-11-03,0,,,1999-07-15,Atividades de associações de defesa de direitos sociais,"9493600,9499500",SITIO,RECANTO,S/N,,UBALDINHO,63400000.0,CE,1375,,,,,,,,,,9430800
363,363,20,9496266,1,41,1,CASA MOURA,2,2005-11-03,0,,,1979-10-04,Comércio varejista de móveis,"4755503,4789099",RUA,VEREADOR PEDRO SALUSTIANO MOURA,462,,CENTRO,63400000.0,CE,1375,88.0,99417217.0,88.0,92916523.0,,,,,,4754701
364,364,23,7845256,1,49,1,ASSOC DE PAIS E COM DA ESC ENS FUN MANOEL FERREIRA DIAS,2,2019-03-13,0,,,2005-05-04,Atividades de associações de defesa de direitos sociais,"8599699,9493600,9499500",SÃTIO,LAGOA SECA,SN,ZONA RURAL,UBALDINHO,63400000.0,CE,1375,88.0,35640217.0,88.0,92035087.0,88.0,35640217.0,glauberjr@hotmail.com,,,9430800
365,365,26,11083649,1,30,1,DEPOSITO DA LUZ,2,2021-11-01,0,,,1986-08-18,Comércio varejista de bebidas,,RUA,CEL JOSE DE ALBUQUERQUE,505,,CENTRO,63400000.0,CE,1375,88.0,96000731.0,,,,,,,,4723700
366,366,27,7040108,90,22,2,CAGECE - NUCLEO CEDRO - UNBSA,2,2005-11-03,0,,,1978-09-12,"Captação, tratamento e distribuição de água",,RUA,ADAUTO CASTELO,249,,CENTRO,63400000.0,CE,1375,85.0,31011855.0,85.0,31011754.0,85.0,31011822.0,neuri@cagece.com.br,,,3600601
367,367,28,41339920,1,16,1,ASCOVAT,2,2005-11-03,0,,,1993-10-20,Atividades de associações de defesa de direitos sociais,"9493600,9499500",SITIO,TIMBAUBA,SN,,VALE TIMBAUBA,63400000.0,CE,1375,,,,,,,,,,9430800
368,368,29,8156298,1,35,1,MERCADINHO DO LAR,2,2006-07-04,0,,,2006-07-04,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns","4721104,4722901,4723700,4724500,4789004",RUA,JOAO BATISTA MORENO,155,,VARZEA DA CONCEICAO,63400000.0,CE,1375,88.0,35643132.0,,,,,,,,4712100
369,369,30,8413453,1,51,1,FIK CHIQUE,2,2006-10-30,0,,,2006-10-30,Comércio varejista de artigos do vestuário e acessórios,4782201,RUA,CEL JOSE DE ALBUQUERQUE,508,,CENTRO,63400000.0,CE,1375,88.0,99161033.0,,,88.0,99512763.0,,,,4781400
370,370,32,10609318,1,28,1,GE VARIEDADES,2,2009-01-21,0,,,2009-01-21,Comércio varejista de artigos do vestuário e acessórios,"4755502,4772500",RUA,PREFEITO ANTONIO ALVES DOS SANTOS,15,,FATIMA,63400000.0,CE,1375,88.0,35640639.0,,,,,,,,4781400
371,371,34,10851852,1,46,1,EUROBRAZ CONSULTORIA LTDA,2,2021-04-15,0,,,2009-05-22,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica",6204000,RUA,JOSE GONCALVES VIANA,142,,FATIMA,63400000.0,CE,1375,88.0,99512763.0,,,,,,,,7020400
372,372,36,13746382,1,49,1,MB LUB OLEO E PNEUS,2,2011-06-02,0,,,2011-06-02,Serviços de manutenção e reparação mecânica de veículos automotores,"4742300,4732600,4541206,4744003,4530705,4530703,4741500,4530704,4744001",RUA,CEL. JOSE DE ALBUQUERQUE,402,LETRA A,CENTRO,63400000.0,CE,1375,88.0,92250291.0,,,,,MBLUBOLEOEPNEUS@GMAIL.COM,,,4520001
373,373,37,13966760,1,8,1,BORRACHARIA DOIS IRMAOS,2,2021-04-13,0,,,2011-07-14,Comércio a varejo de pneumáticos e câmaras-de-ar,"4732600,4541206,4530703,4712100",RUA,RAIMUNDO GUEDES MARTINS,752,,CENTRO,63400000.0,CE,1375,88.0,92899311.0,,,,,,,,4530705
374,374,38,16096525,1,2,1,PHS,2,2011-09-29,0,,,2011-09-29,Atividades de organizações políticas,,RUA,MARIA GONCALVES DE MATOS,S/N,,DISTRITO DE CANDEIAS,63400000.0,CE,1375,88.0,96926555.0,,,,,,,,9492800
375,375,39,17562816,1,1,1,REM VARIEDADES,2,2013-02-10,0,,,2013-02-10,Comércio varejista de artigos do vestuário e acessórios,4772500,RUA,CEL JOSE DE ALBUQUERQUE,559,ANEXO B,CENTRO,63400000.0,CE,1375,88.0,99172383.0,,,,,ROSIMEIREFERREIRA77@GMAIL.COM,,,4781400
376,376,40,17722140,1,76,1,MERCADINHO TORRES,2,2013-03-11,0,,,2013-03-11,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente,"4772500,4721102,4721103,4789005,4723700",RUA,PREFEITO JOSE BATISTA FILHO,1656,,PEGA AVOANTE,63400000.0,CE,1375,88.0,99673612.0,,,,,GERALDOTORRES71@YAHOO.COM,,,4729699
377,377,41,18146667,1,62,1,NOVA FARMA MEDEIROS,2,2013-05-10,0,,,2013-05-10,"Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas",4772500,RUA,VEREADOR SALUSTIANO MOURA,589,,CENTRO,63400000.0,CE,1375,88.0,96554321.0,,,,,,,,4771701
378,378,43,13881598,1,17,1,GABI CONFECCOES,2,2011-06-24,0,,,2011-06-24,Comércio varejista de artigos do vestuário e acessórios,"4755503,4763601,4755502,4783102,4789001,4782201,4772500",RUA,SINHA DE ALCANTARA,578,,DIVISAO,63400000.0,CE,1375,88.0,99417217.0,,,,,,,,4781400
379,379,44,15507966,1,97,1,AUTO ESCOLA EXECUTIVA LTDA,2,2012-03-30,0,,,2012-03-30,Formação de condutores,,RUA,CORONEL JOAO CANDIDO,570,,CENTRO,63400000.0,CE,1375,88.0,92045356.0,,,85.0,96426497.0,,,,8599601
380,380,45,19568361,1,67,1,RENATA VARIEDADES,2,2014-01-22,0,,,2014-01-22,"Comércio varejista de doces, balas, bombons e semelhantes","4763601,4783101,4789001,4781400,4772500",RUA,RAIMUNDO PAIVA DA SILVA,09,,CENTRO,63400000.0,CE,1375,88.0,35640470.0,,,,,robsonbalas@hotmail.com,,,4721104
381,381,46,20193602,1,10,1,CASA DA CULTURA DE CEDRO,2,2021-10-15,0,,,2014-04-04,Atividades de organizações associativas ligadas à cultura e à arte,,RUA,VICENTINA ALBUQUERQUE,153,,FATIMA,63400000.0,CE,1375,88.0,97411819.0,,,,,,,,9493600
382,382,47,22101960,1,80,1,ESPACO DE BELEZA TICO MONTEIRO,2,2015-03-23,0,,,2015-03-23,"Cabeleireiros, manicure e pedicure",,RUA,21 de outubro,696,,Centro,63400000.0,CE,1375,88.0,99521572.0,,,,,,,,9602501
383,383,48,22470811,1,99,1,MURIELY COMERCIAL DE ALIMENTOS,2,2015-05-18,0,,,2015-05-18,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente,"4755503,4755502,4783102,4789001,4781400,4789005,4782201,4772500",RUA,VEREADOR ALVES DINIZ,51,,FATIMA,63400000.0,CE,1375,88.0,92874660.0,,,,,murielynogueira@bol.com.br,,,4729699
384,384,49,23514566,1,37,1,JN RODRIGUES REPRESENTACOES,2,2015-10-15,0,,,2015-10-15,Representantes comerciais e agentes do comércio de mercadorias em geral não especializado,"4618401,8299799",RUA,JOEL PASSOS,936,,CENTRO,63400000.0,CE,1375,88.0,99421470.0,88.0,92662066.0,88.0,92662066.0,JNRODRIGUESREPRESENTACOES@GMAIL.COM,,,4619200
385,385,51,25141067,1,77,1,PAULO TUR,2,2016-07-06,0,,,2016-07-06,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional",4929901,RUA,Vinte e Um de Outubro,599,CASA,Centro,63400000.0,CE,1375,88.0,97010312.0,,,,,,,,4929902
386,386,54,24581692,1,77,1,MERCADINHO BOM NO PRECO,2,2016-04-13,0,,,2016-04-13,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",,RUA,ANTONIO TOMAZ,116,TERREO,DIVISAO,63400000.0,CE,1375,88.0,99992437.0,,,,,veronicacedro87@gmail.com,,,4712100
387,387,55,14497701,1,92,1,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE CEDRO,2,1996-03-12,0,,,1996-03-12,"Regulação das atividades de saúde, educação, serviços culturais e outros serviços sociais",,RUA,JOSE GABRIEL DINIZ,66,,CENTRO,63400000.0,CE,1375,88.0,35640120.0,,,,,,,,8412400
388,388,56,15207245,1,61,1,SABRYNA MODA,2,2012-03-16,0,,,2012-03-16,Comércio varejista de artigos do vestuário e acessórios,,RUA,CORONEL JOSE DE ALBUQUERQUE,508,,CENTRO,63400000.0,CE,1375,88.0,97341115.0,,,,,SABRYNA_DAVY@HOTMAIL.COM,,,4781400
389,389,57,8856127,1,19,1,MERCEARIA ROMAO,2,2007-05-28,0,,,2007-05-28,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",4755502,SITIO,SANTA RITA,180,  A,DISTRITO SANTO ANTONIO,63400000.0,CE,1375,88.0,99548455.0,,,,,,,,4712100
390,390,59,8879131,1,0,1,SOLNET INTERNET,2,2007-06-11,0,,,2007-06-11,Serviços de comunicação multimídia - SCM,"2330301,4321500,4399104,4669999,4679604,4930201,4930202,6190601,6190602,6209100,6311900,6319400,7732201,8020001,8599603,8599604",DISTRITO,DE CANDEIAS,379,,ZONA RURAL,63400000.0,CE,1375,88.0,99586275.0,,,,,SOL.BRISA@HOTMAIL.COM,,,6110803
391,391,60,27476413,1,1,1,LUANA MODA INTIMA,2,2021-05-27,0,,,2017-04-06,Comércio varejista de artigos do vestuário e acessórios,"4755503,4763601,4772500,4782201",RUA,CEL JOSE DE ALBUQUERQUE,577,,CENTRO,63400000.0,CE,1375,88.0,96562260.0,,,,,CLEBIO.CONTABILIDADE@HOTMAIL.COM,,,4781400
392,392,61,28490834,1,41,1,REVERSO ESTAMPARIA,2,2017-08-24,0,,,2017-08-24,"Confecção de peças de vestuário, exceto roupas íntimas e as confeccionadas sob medida","1340501,1351100,1359600,1411801,1413401,1413402,1813099,4763602,4781400,7020400,7490103,7490199,8230001,8599604,9319101",SITIO,ANGICO - I,31,,ZONA RURAL,63400000.0,CE,1375,88.0,99301419.0,,,,,,,,1412601
393,393,62,29342190,1,7,1,SERVCOM,2,2018-01-02,0,,,2018-01-02,Construção de edifícios,"3811400,3812200,4222701,4299599,4313400,4399103,4923002,4924800,4929901,7020400,7319099,7711000,7732201,7739003,7810800,8121400,8130300,8211300,8219901,8219999,8230001,8550302,8599604,9319101",AVENIDA,CEL MANOEL ALEXANDRE DE MOURA,1784,,PEGA AVOANTE,63400000.0,CE,1375,88.0,94696705.0,,,,,dedelandio@gmail.com,,,4120400
394,394,63,30044542,1,27,1,ZEZE REPRESENTACOES,2,2018-03-27,0,,,2018-03-27,Representantes comerciais e agentes do comércio de mercadorias em geral não especializado,,AVENIDA,JOAQUIM ALVES DOS SANTOS,152,,DIVISAO,63400000.0,CE,1375,88.0,99591608.0,,,,,ZEZEMOREIRADEMOURA@YAHOO.COM.BR,,,4619200
395,395,64,30595666,1,9,1,PROJETEC PROJETOS E SERVICOS,2,2018-05-31,0,,,2018-05-31,Instalação e manutenção elétrica,"0161002,4322301,4322302,4322303,4330403,4330404,4330405,4399103",SITIO,TELHA,19,,SANTO ANTONIO,63400000.0,CE,1375,88.0,99030754.0,,,,,PROJETEC10@GMAIL.COM,,,4321500
396,396,66,31034600,1,2,1,RESTAURANTE SANTO ANTONIO,2,2018-07-26,0,,,2018-07-26,Restaurantes e similares,"4723700,4729699",RUA,VER. ENEAS VIANA DE ARAUJO,865,CASA,VILA OPERARIA,63400000.0,CE,1375,88.0,96019241.0,,,,,restaurantesantoantonioemcedro@gmail.om,,,5611201
397,397,68,31254059,2,10,2,OPTICA CAMILO,2,2018-10-03,0,,,2018-10-03,Comércio varejista de artigos de óptica,"4783101,4783102",TRAVESSA,EMIDIO JOSE GONCALVES,40,,CENTRO,63400000.0,CE,1375,88.0,21572710.0,,,,,COMERCIAL@OPTICACAMILO.COM.BR,,,4774100
398,398,0,35380563,1,37,1,COMERCIO JB,2,2019-11-01,0,,,2019-11-01,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns","4772500,4789005",RUA,CICERO FERNANDES VIEIRA,397,,ALTO DO PADEIRO,63400000.0,CE,1375,88.0,99417217.0,,,,,LUZIAVIEIRAA19@GMAIL.COM,,,4712100
399,399,1,36337691,1,60,1,CASA DE FRIOS LUCCA,2,2020-02-11,0,,,2020-02-11,Comércio varejista de carnes - açougues,"4712100,4721103,4722902,4723700",RUA,DR GUEDES MARTINS,29,LETRA A,CENTRO,63400000.0,CE,1375,88.0,96315868.0,,,,,DIOGOMORAL@HOTMAIL.COM,,,4722901
400,400,2,36648153,1,97,1,GELA GUELA - DELIVERY DE BEBIDAS,2,2020-03-12,0,,,2020-03-12,Comércio varejista de bebidas,"4789099,4759899,4729699",AVENIDA,PEDRO LOPES VIEIRA,398,,CENTRO,63400000.0,CE,1375,88.0,99766309.0,,,,,LUIZCLEDSON19@GMAIL.COM,,,4723700
