,CNPJ B,CNPJ O,CNPJ DV,MATRIZ/FIL,NOME FANT,STC,DATA STC,MOTIVO STC,CD EXT,PAIS,DT IN ATV,CNAE PRINCP,CNAE SECND,TIPO LOGR,LOGRD,NUMERO,COMPLEMENTO,BAIRRO,CEP,UF,MUNICIPIO,DDD1,TELEFONE1,DDD2,TELEFONE2,DDDFAX,FAX,CORREIO ELET,ST ESPC,DATA ST ESPC,CNAE PRINCIP
105,31253710,1,57,1,BEM NUTRIDA,8,2021-03-02,1,,,2018-08-16,Fabricação de laticínios,8219999,RUA,CORONEL ANTONIO THOMAZ,185 C,,DIVISAO,63400000.0,CE,1375,88.0,97093880.0,,,,,ANASECULT@YAHOO.COM.BR,,,1052000
106,31266888,1,32,1,MERCANTIL STA TEREZINHA,8,2018-11-04,1,,,2018-08-17,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal","4729601,4755502,4721103,4789005,4744001",11A RUA,RUA SANTA TEREZINHA,00047,CASA,CENTRO,63400000.0,CE,1375,88.0,99945566.0,,,,,jailsonalvesdossantossantos@gmail.com,,,4772500
107,31971725,1,50,1,BORRACHARIA 2000,8,2019-02-20,1,,,2018-11-08,Serviços de borracharia para veículos automotores,,RUA,AZARIAS ALVES DENIZ,70A,,CENTRO,63400000.0,CE,1375,88.0,35640586.0,,,,,,,,4520006
108,32119020,1,72,1,MUNDO DA INFORMATICA & CIA,8,2020-07-28,1,,,2018-11-27,Comércio varejista especializado de equipamentos e suprimentos de informática,"4742300,4752100,4762800,4759899,4789007",RUA,JOSE QUINTINO,04,,CENTRO,63400000.0,CE,1375,88.0,99900831.0,,,,,,,,4751201
109,33393979,1,64,1,LOJINHA LIMA,8,2021-03-13,1,,,2019-04-17,Comercio varejista de artigos de armarinho,"4723700,4789005",10A RUA,Francisco Chagas de Alcantara,26,CASA A,Alto da Independencia,63400000.0,CE,1375,88.0,96333199.0,,,,,rafaellysferreira@gmail.com,,,4755502
110,35093393,1,0,1,,8,2019-11-18,1,,,2019-10-07,Restaurantes e similares,4723700,11A AVENIDA,pedro lopes vieira,495,,centro,63400000.0,CE,1375,88.0,99941721.0,,,,,clebio.contabilidade@hotmail.com,,,5611201
111,38667229,1,57,1,,8,2021-02-28,1,,,2020-09-22,Atividades de organizações políticas,,RUA,RUA 01,16,,CONJUNTO HABITACIONAL,63400000.0,CE,1375,0.0,0.0,,,0.0,0.0,eopovofelizdenovo@gmail.com,,,9492800
112,38727168,1,76,1,,8,2021-02-28,1,,,2020-09-23,Atividades de organizações políticas,,RUA,RUA CEL  CELSO ARAUJO,75,,DIVISAO,63400000.0,CE,1375,0.0,0.0,,,0.0,0.0,eopovofelizdenovo@gmail.com,,,9492800
113,38901408,1,7,1,,8,2021-02-28,1,,,2020-09-25,Atividades de organizações políticas,,RUA,JOSE GONCALVES VIANA,S N,,FATIMA,63400000.0,CE,1375,0.0,0.0,,,0.0,0.0,otrabalhocontinua12@gmail.com,,,9492800
114,38923578,1,92,1,,8,2021-02-28,1,,,2020-09-25,Atividades de organizações políticas,,RUA,VEREADOR JOSE GONCALVES VIANA,66,,FATIMA,63400000.0,CE,1375,0.0,0.0,,,0.0,0.0,otrabalhocontinua12@gmail.com,,,9492800
115,39457582,1,75,1,AUTO PECAS TOP-CAR,8,2022-03-18,1,,,2020-10-16,Comércio a varejo de peças e acessórios novos para veículos automotores,"4732600,4742300,4781400,1412601,4530704,2539001,9609299,4520001,4757100",10A RUA,PADRE SA,350,,CENTRO,63400000.0,CE,1375,88.0,99728088.0,,,,,CARLOSNUES43@GMAIL.COM,,,4530703
116,39206774,1,9,1,,8,2021-02-28,1,,,2020-09-28,Atividades de organizações políticas,,RUA,SANTA MADALENA,24,,SEM BAIRRO,63400000.0,CE,1375,0.0,0.0,,,0.0,0.0,boydaviola22@gmail.com,,,9492800
117,41213866,2,49,2,PRO-LIFE MEDIC,8,2022-01-10,1,,,2021-07-17,"Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas","4729699,8650001,8650002,8712300",DISTRITO,DE AGROVILA,158,,ZONA RURAL,63400000.0,CE,1375,88.0,97110929.0,,,,,MARILIADINIZCORTEZ@GMAIL.COM,,,4771701
118,49647991,1,98,1,,8,2023-03-20,1,,,2023-02-17,"Comércio varejista especializado de peças e acessórios para aparelhos eletroeletrônicos para uso doméstico, exceto informática e comunicação","4752100,4754701,4744002,4789007",AVENIDA,ENEAS VIANA DE ARAUJO,473,LOJA A,CENTRO,63400000.0,CE,1375,88.0,99876299.0,,,,,RAYDANTASOLIV@ICLOUD.COM,,,4757100
119,171444,6,2,2,17 CREDE,8,2012-09-04,1,,,1994-08-26,Segurança e ordem pública,,RUA,CENTRAL,S/N,,VARZEA,63405000.0,CE,1375,,,,,,,,,,8424800
120,5084042,1,71,1,C.E.C.,8,2008-12-31,71,,,2002-04-16,Atividades de associações de defesa de direitos sociais,"9493600,9499500",SITIO,FECHADO,S/N,ZONA RURAL,DIRTRITO,63400000.0,CE,1375,,,,,,,,,,9430800
121,1785452,1,99,1,,8,1997-04-25,1,,,1997-04-25,Atividades de associações de defesa de direitos sociais,"9493600,9499500",SITIO,BARREIRAS,S/N,,ZONA RURAL,63400000.0,CE,1375,,,,,,,,,,9430800
122,248663,1,20,1,,8,2008-12-31,71,,,1994-10-18,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",,RUA,21 DE OUTUBRO,831,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4712100
123,5261269,1,45,1,CONFECCOES RODRIGUES,8,2009-12-21,1,,,2002-08-22,Comércio varejista de artigos do vestuário e acessórios,,RUA,ADAUTO CASTELO,396-B,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4781400
124,371521,1,55,1,MERCEARIA E CONFEITARIA BEZERRA,8,2007-06-15,1,,,1994-12-29,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",,RUA,VICENTE VIANA,S/N,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4712100
125,97348700,1,3,1,,8,2020-08-24,1,,,1994-04-06,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",,RUA,JULIO ALVES DOS SANTOS,88,,FATIMA,63400000.0,CE,1375,88.0,35641091.0,,,,,,,,4712100
126,5530439,1,40,1,,8,2018-12-26,1,,,2003-02-14,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",,RUA,CEL JOSE DE ALBUQUERQUE,518,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4712100
127,693773,1,9,1,,8,2006-02-10,1,,,1995-07-12,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",,RUA,SAO JOSE,1080,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4712100
128,703245,1,85,1,,8,2021-01-04,1,,,1995-07-18,Comércio varejista de bebidas,,,ALM  JOSE QUINTINO,161,,PRADO,63400000.0,CE,1375,,,,,,,,,,4723700
129,5715974,1,75,1,WALTER CIRIACO FERREIRA E SC EMPLAMENTO DE VEICULOS,8,1980-03-20,1,,,1978-04-24,Atividade Econônica não informada,,PRACA,ANTONIO MARQUES,S/N,,CENTRO,63400000.0,CE,1375,,,,,,,,,,8888888
130,768043,1,11,1,CASA CABOCLO,8,2018-03-23,1,,,1995-08-23,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",,RUA,CEL JOSE ALBUQUERQUE,502,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4712100
131,7411705,4,93,2,,8,1995-01-05,1,,,1978-08-10,Atividade Econônica não informada,,RUA,21 DE OUTUBRO,59,,CENTRO,63400000.0,CE,1375,,,,,,,,,,8888888
132,848749,1,93,1,,8,2008-12-31,71,,,1995-10-06,Atividades de associações de defesa de direitos sociais,"9493600,9499500",RUA,21 DE OUTUBRO,S/N,,ALTO DO PADEIRO,63400000.0,CE,1375,,,,,,,,,,9430800
133,1007852,1,73,1,VIACAO SANTO ANTONIO,8,2008-12-31,71,,,1996-01-19,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana",,SETOR,VACA MORTA,S/N,,ZONA RURAL,63400000.0,CE,1375,,,,,,,,,,4921302
134,1129509,1,0,1,MERCADINHO HORTIGRANJEIROS,8,1997-09-15,1,,,1996-03-22,Tabacaria,,RUA,VER SALUSTIANO MOURA,548,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4729601
135,73429433,1,30,1,,8,2019-12-17,1,,,1993-10-01,Comércio varejista de artigos de óptica,,RUA,SEN. JOAO TOME,36,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4774100
136,73473407,1,0,1,,8,2008-12-31,71,,,1993-10-08,"Lanchonetes, casas de chá, de sucos e similares",,RUA,SEN JOAO TOME,64,,CENTRO,63400000.0,CE,1375,,,,,,,,,,5611203
137,73706640,1,95,1,,8,2008-12-31,71,,,1993-11-17,Restaurantes e similares,,RUA,SINHA DE ALCANTARA,616,,CENTRO,63400000.0,CE,1375,,,,,,,,,,5611201
138,74097346,1,96,1,,8,2008-12-31,71,,,1994-01-24,Reparação e manutenção de equipamentos eletroeletrônicos de uso pessoal e doméstico,,,GAL  BACANA,S/N,,CENTRO,63400000.0,CE,1375,,,,,,,,,,9521500
139,6748404,1,44,1,,8,2008-12-31,71,,,1985-01-18,Instituições de longa permanência para idosos,,RUA,CEL JOSE DE ALBUQUERQUE,SN,,CENTRO,63400000.0,CE,1375,,,,,,,,,,8711502
140,1263731,1,92,1,MERCADINHO SAO RAIMUNDO,8,2018-02-21,1,,,1996-06-18,Comércio varejista de bebidas,"4721103,4772500",RUA,FRANCISCO DUARTE,599,,ALTO DA FLORESTA,63400000.0,CE,1375,88.0,99417217.0,,,,,,,,4723700
141,4645063,1,56,1,VANESSA MODA,8,2002-11-18,1,,,2001-08-28,Comércio varejista de artigos do vestuário e acessórios,,RUA,SINHA DINIZ,13,,JARDIM AFONSO CELSO,63400000.0,CE,1375,,,,,,,,,,4781400
142,1306337,1,94,1,,8,2008-12-31,71,,,1996-07-12,Atividades de organizações políticas,,RUA,SINHA DE ALCANTARA,584,,DIVISAO,63400000.0,CE,1375,,,,,,,,,,9492800
143,6399003,1,26,1,,8,2004-12-31,1,,,2004-07-14,Atividades de organizações políticas,,RUA,JOSE GONCALVES VIANA,143,,FATIMA,63400000.0,CE,1375,,,,,,,,,,9492800
144,6399096,1,99,1,,8,2004-12-31,1,,,2004-07-14,Atividades de organizações políticas,,RUA,PREFEITO ANTONIO ALVES DOS SANTOS,312,,FATIMA,63400000.0,CE,1375,,,,,,,,,,9492800
145,41339748,1,9,1,,8,2014-05-21,1,,,1994-02-11,Atividades de associações de defesa de direitos sociais,"9493600,9499500",SITIO,CACHOEIRA DOS FERNANDES,S/N,,ZONA RURAL,63400000.0,CE,1375,,,,,,,,,,9430800
146,7557796,1,27,1,,8,1996-07-30,1,,,1984-08-17,Atividade Econônica não informada,,RUA,DR FRANCISCO SA,S N,,CENTRO,63400000.0,CE,1375,,,,,,,,,,8888888
147,7812431,1,0,1,,8,2008-12-31,71,,,1976-03-05,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados",,RUA,DR AFONSO PENA,S N,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4711301
148,11583085,1,2,1,,8,2015-02-09,73,,,1986-08-29,"Lanchonetes, casas de chá, de sucos e similares",,RUA,D PEDRO II,SN,,CENTRO,63400000.0,CE,1375,,,,,,,,,,5611203
149,11705225,1,60,1,,8,2008-12-31,71,,,1986-09-24,Atividade Econônica não informada,,,LOC  SITIO TIMBAUBA,SN,,ZONA RURAL,63400000.0,CE,1375,,,,,,,,,,8888888
150,11758703,1,8,1,,8,2008-12-31,71,,,1987-01-27,Comércio varejista de calçados,,RUA,SINHA DE ALCANTARA,100,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4782201
151,72168206,1,36,1,,8,2010-04-08,1,,,1993-04-29,Comercio varejista de artigos de armarinho,,RUA,SALUSTIANO MOURA,595,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4755502
152,72179047,1,75,1,CONSTRUTORA SAO JOAO,8,2008-03-07,1,,,1993-04-30,Construção de edifícios,4299501,RUA,DA PAZ,17,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4120400
153,7659792,1,50,1,,8,2021-12-21,1,,,2005-10-24,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",,SÃTIO,SANTO ANTONIO,2224,,ZONA RURAL,63400000.0,CE,1375,88.0,99260059.0,,,,,,,,4712100
154,6557052,1,40,1,,8,1983-05-16,1,,,1980-11-06,Atividade Econônica não informada,,RUA,21 DE OUTUBRO,S/N,,CENTRO,63400000.0,CE,1375,,,,,,,,,,8888888
155,1270079,1,33,1,,8,2008-12-31,71,,,1996-06-17,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",,,LOC  CE-CEDRO-UMARIZEIRA,32,,ALTO DA FLORESTA,63400000.0,CE,1375,,,,,,,,,,4712100
156,1382144,1,12,1,ART'S FOTO ESTUDIO,8,2008-12-31,71,,,1996-08-20,Exploração de máquinas de serviços pessoais acionadas por moeda,,RUA,ANTONIO VALDER VIANA,S/N,GALERIA BACANA 23,CENTRO,63400000.0,CE,1375,,,,,,,,,,9609204
157,2788564,1,66,1,ACADF,8,2015-02-09,73,,,1998-10-13,Atividades de associações de defesa de direitos sociais,"9493600,9499500",SITIO,RECANTO,S/N,,ZONA RURAL,63400000.0,CE,1375,,,,,,,,,,9430800
158,7812357,1,13,1,,8,2008-12-31,71,,,1975-06-25,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados",,RUA,DR JOAO PESSOA,SN,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4711301
159,72517998,1,7,1,CERAMICA DOIS DE OURO,8,2009-08-10,1,,,1993-08-02,"Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos",,RUA,SAO JOSE,S/N,,PEDRO VOANTER,63400000.0,CE,1375,,,,,,,,,,2342702
160,608548,1,19,1,JATAI PECAS E ACESSORIOS,8,2022-09-28,1,,,1995-05-19,Comércio a varejo de peças e acessórios novos para  motocicletas e motonetas,,RUA,ANTONIO VALDER VIANA,30,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4541206
161,1017002,1,56,1,FISIOFORMA,8,2018-08-01,1,,,1996-01-16,Atividades de serviços de complementação diagnóstica e terapêutica não especificadas anteriormente,"8640206,8640207,8640208,8640209,8640213",RUA,DR. JOSE ACIOLY,317-C,,CENTRO,63400000.0,CE,1375,,,,,,,,,,8640299
162,4591864,1,86,1,,8,2008-12-31,71,,,2001-06-26,Atividades de associações de defesa de direitos sociais,"9493600,9499500",DISTRITO,DE UBALDINHO,SN,,UBALDINHO,63400000.0,CE,1375,,,,,,,,,,9430800
163,1512038,1,6,1,,8,2005-09-13,1,,,1996-10-29,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",,RUA,VER ANTONIO V DE ARAUJO,S/N,,ALTO DA FLORESTA,63400000.0,CE,1375,,,,,,,,,,4712100
164,9529959,1,93,1,,8,2008-12-31,71,,,1979-12-11,Comércio varejista de artigos do vestuário e acessórios,,RUA,DR FRANCISCO SA,SN,TERREO,CENTRO,63400000.0,CE,1375,,,,,,,,,,4781400
165,11817459,1,7,1,,8,1990-03-14,1,,,1987-05-07,"Lanchonetes, casas de chá, de sucos e similares",,RUA,21 DE OUTUBRO,S N,,CENTRO,63400000.0,CE,1375,,,,,,,,,,5611203
166,7196934,3,51,2,BEC,8,2006-11-30,2,,,1969-09-19,"Bancos múltiplos, com carteira comercial",,RUA,CEL JOSE ALBUQUERQUE,SN,,CENTRO,63400000.0,CE,1375,,,,,,,,,,6422100
167,97439731,2,50,2,,8,2002-10-17,1,,,1994-07-01,Armazéns gerais - emissão de warrant,,RODOVIA,CEDRO SAO JOSE KM 2,S N,SITIO VARZINHA,ZONA RURAL,63400000.0,CE,1375,,,,,,,,,,5211701
168,41566795,1,87,1,MERCEARIA BOM GOSTO,8,2008-12-31,71,,,1992-10-28,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",,RUA,SINHA DE ALCANTARA,724,,DIVISAO,63400000.0,CE,1375,,,,,,,,,,4712100
169,41549551,1,96,1,,8,1994-02-25,1,,,1992-07-21,Comércio varejista de medicamentos veterinários,4789099,RUA,SENADOR JOAO TOME,58,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4771704
170,3222070,1,82,1,,8,2019-10-01,1,,,1999-06-16,Construção de edifícios,4299501,RUA,CEL JOSE DE ALBUQUERQUE,420,,CENTRO,63400000.0,CE,1375,,,,,,,,,,4120400
171,9050289,1,28,1,,8,2012-03-16,54,,,2007-09-11,Comércio varejista de laticínios e frios,1052000,SÃTIO,VACA MORTA,4120,,SANTO ANTONIO,63400000.0,CE,1375,88.0,99520299.0,,,,,,,,4721103
172,9848610,1,14,1,,8,2008-12-31,1,,,2008-07-08,Atividades de organizações políticas,,RUA,RUA CORONEL JOSÃ DE ALBUQUERQUE,503 B,,CENTRO,63400000.0,CE,1375,0.0,0.0,,,0.0,0.0,,,,9492800
173,9849041,1,21,1,,8,2008-12-31,1,,,2008-07-08,Atividades de organizações políticas,,RUA,RUA SENADOR JOÃO TOMÃ,272,,CENTRO,63400000.0,CE,1375,0.0,0.0,,,0.0,0.0,,,,9492800
174,9864115,1,7,1,,8,2008-12-31,1,,,2008-07-08,Atividades de organizações políticas,,RUA,RUA PROFESSOR NATANAEL CORTÃS,925,,PRADO,63400000.0,CE,1375,0.0,0.0,,,0.0,0.0,,,,9492800
175,10149761,1,63,1,,8,2008-12-31,1,,,2008-07-15,Atividades de organizações políticas,,RUA,SENADOR JOÃO TOMÃ,262,,CENTRO,63400000.0,CE,1375,88.0,35640106.0,,,88.0,35640106.0,,,,9492800
176,10820921,1,54,1,SINTRAF DO VALE DO DO SALGADO,8,2009-05-11,10,,,2009-05-11,Atividades de organizações sindicais,,RUA,AZARIAS ALVES DINIZ,SN,,CENTRO,63400000.0,CE,1375,88.0,35411387.0,,,,,,,,9420100
177,9535399,2,60,2,O BOTICARIO,8,2015-04-08,1,,,2009-09-16,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal",8299799,RUA,VALDER VIANA,123,,CENTRO,63400000.0,CE,1375,88.0,35816194.0,,,,,acesf@acesfcontabil.com.br,,,4772500
178,7391352,3,26,2,,8,2020-08-24,1,,,2009-10-19,Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo,4754701,AVENIDA,PEDRO LOPES VIEIRA,128,,CENTRO,63400000.0,CE,1375,88.0,35814176.0,88.0,35814176.0,,,,,,4753900
179,12187291,1,58,1,ROBERTA MODAS,8,2016-11-22,1,,,2010-07-07,Comércio varejista de artigos do vestuário e acessórios,,RUA,Sao Jose,1784,CASA,Pega Avoante,63400000.0,CE,1375,88.0,92402313.0,,,,,,,,4781400
180,12761410,1,34,1,,8,2018-02-01,67,,,2010-10-27,Comércio varejista de artigos do vestuário e acessórios,"4755502,4755503",RUA,DR.FRANCISCO SA,648,,CENTRO,63400000.0,CE,1375,88.0,92175947.0,,,,,,,,4781400
181,14096400,1,57,1,,8,2016-04-09,1,,,2011-08-10,Comércio a varejo de peças e acessórios novos para  motocicletas e motonetas,,RUA PRINCIPAL,MON ANTONIO VIEIRA COSTA,284,,ALTO DO PADEIRO,63400000.0,CE,1375,88.0,92256390.0,,,,,,,,4541206
182,15134095,1,3,1,,8,2013-06-13,1,,,2012-03-04,"Confecção, sob medida, de peças do vestuário, exceto roupas íntimas",,RUA,Obi Juca Deniz,44,,Prado,63400000.0,CE,1375,88.0,92735668.0,,,,,samuelgabamorim@hotmail.com,,,1412602
183,14851303,1,22,1,,8,2013-03-16,1,,,2012-01-09,Serviços de alinhamento e balanceamento de veículos automotores,,RUA,RUA H,54 A,,PLANALTO DOS LEMOS,63400000.0,CE,1375,88.0,99459206.0,,,,,,,,4520004
184,15947183,1,24,1,,8,2012-12-31,1,,,2012-07-05,Atividades de organizações políticas,,SITIO,ESPERANCA,SN,,SANTO ANTONIO,63400000.0,CE,1375,0.0,0.0,,,0.0,0.0,cedrodetodosnos@live.com,,,9492800
185,15962750,1,11,1,,8,2012-12-31,1,,,2012-07-05,Atividades de organizações políticas,,RUA,PROF. NATANAEL CORTEZ,925,,PRADO,63400000.0,CE,1375,0.0,0.0,,,0.0,0.0,cedrodetodosnos@live.com,,,9492800
186,15971554,1,3,1,,8,2012-12-31,1,,,2012-07-05,Atividades de organizações políticas,,RUA,VICENTINA DE ALBUQUERQUE,128,,FATIMA,63400000.0,CE,1375,0.0,0.0,,,0.0,0.0,cedrodetodosnos@live.com,,,9492800
187,15999708,1,75,1,,8,2012-12-31,1,,,2012-07-05,Atividades de organizações políticas,,RUA,JOEL PASSOS,864,,CALDEIRAO,63400000.0,CE,1375,0.0,0.0,,,0.0,0.0,DINIZMAGNO@GMAIL.COM,,,9492800
188,16374626,1,6,1,,8,2012-12-31,1,,,2012-07-09,Atividades de organizações políticas,,RUA,CEL. JOAO CANDIDO,275,,CENTRO,63400000.0,CE,1375,88.0,92247368.0,,,88.0,35641485.0,cedrodetodosnos@live.com,,,9492800
189,16399649,1,67,1,,8,2012-12-31,1,,,2012-07-10,Atividades de organizações políticas,,RUA,TABELIAO RAIMUNDO DOS SANTOS,150,CASA,FATIMA,63400000.0,CE,1375,88.0,94511514.0,,,88.0,35641020.0,wertboy77@hotmail.com,,,9492800
190,17404932,1,0,1,SALAO DE BELEZA SHALLOM,8,2013-08-06,1,,,2013-01-14,"Cabeleireiros, manicure e pedicure",8230001,RUA,Marechal Deodoro,147,,aCude velho,63400000.0,CE,1375,88.0,99355080.0,,,,,,,,9602501
191,17928662,1,29,1,AURORA BUFFET & DECORACAO,8,2013-08-05,1,,,2013-04-15,"Serviços de organização de feiras, congressos, exposições e festas","5620104,1091102",RUA,Sao Jose,882,CASA,Centro,63400000.0,CE,1375,88.0,99089297.0,,,,,,,,8230001
192,10248502,29,90,2,VOCE NEGOCIOS E FINANCAS SS LTDA,8,2015-02-04,1,,,2010-03-03,Telefonia móvel celular,"6511102,6619302",RUA,SENADOR JOAO TOME,106,      A,CENTRO,63400970.0,CE,1375,85.0,40091338.0,85.0,96161688.0,85.0,40091314.0,socorro.paz@exatagrupo.com.br,,,6120501
193,16010346,1,0,1,,8,2012-12-31,1,,,2012-07-05,Atividades de organizações políticas,,RUA,SENADOR JOAO TOME,62,,CENTRO,63400000.0,CE,1375,0.0,0.0,,,0.0,0.0,nilsondiniz@secrel.com.br,,,9492800
194,18345419,1,40,1,FALCAO SEGURANCA,8,2014-07-01,1,,,2013-06-03,Atividades de vigilância e segurança privada,,RUA,OBI JUCA DINIZ,153,      A,CENTRO,63400000.0,CE,1375,88.0,99417217.0,,,,,,,,8011101
195,17600787,2,6,2,CEDRO PRINT,8,2019-01-29,1,,,2013-08-26,Comércio varejista especializado de equipamentos e suprimentos de informática,"8599603,4761003",RUA,CEL JOSE ALBURQUERQUE,519,,CENTRO,63400000.0,CE,1375,88.0,35640578.0,,,,,,,,4751201
196,18958049,1,17,1,,8,2017-02-14,1,,,2013-09-26,Comércio varejista de bebidas,"5620103,4729699",AVENIDA,ENEAS VIANA DE ARAUJO,BOX 10,BOX 10,CENTRO,63400000.0,CE,1375,88.0,96231596.0,,,,,,,,4723700
197,20627776,1,43,1,PANIFICADORA 3 IRMAOS,8,2018-07-04,1,,,2014-07-14,Padaria e confeitaria com predominância de revenda,4723700,RUA,VALDEMIR ALBUQUERQUE,00,,JARDIM AFONSO CELSO,63400000.0,CE,1375,88.0,99417217.0,,,,,clebio.contabilidade@hotmail.com,,,4721102
198,20932757,1,20,1,,8,2017-09-05,1,,,2014-08-28,Restaurantes e similares,5612100,RUA,CEL ANTONIO AFONSO,218,,ACUDE NOVO,63400000.0,CE,1375,88.0,35641091.0,,,,,,,,5611201
199,15323138,1,7,1,,8,2015-02-09,1,,,2012-04-05,Reparação e manutenção de computadores e de equipamentos periféricos,,RUA,ANTONIO VALDER VIANA,44,,CENTRO,63400000.0,CE,1375,88.0,92493255.0,,,,,JHEMERSONDANTAS@HOTMAIL.COM,,,9511800
200,23869997,1,16,1,NET LINK PROVEDOR DE INTERNET,8,2017-02-14,1,,,2015-12-17,Provedores de acesso às redes de comunicações,"6110803,6190602,4751201,4761003,6319400,6190699,8219901,4753900,9511800,9512600,4399104,4329104",RUA,CEL. JOSE DE ALBUQUERQUE,402,LETRA B,CENTRO,63400000.0,CE,1375,88.0,35640514.0,88.0,92260741.0,88.0,35640514.0,NETLINKCEDRO@GMAIL.COM,,,6190601
201,24215425,1,86,1,BOLOS VO DEZINHA,8,2018-11-13,1,,,2016-02-22,Padaria e confeitaria com predominância de revenda,,VILA,Agrovila Ubaldinho,680,,zona rural,63400000.0,CE,1375,88.0,81480907.0,,,,,,,,4721102
202,24510009,1,0,1,,8,2017-03-15,1,,,2016-04-04,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal","4721103,4723700,4789005,4729699",RUA, VICAK ALBUQUERQUE,113 B,,JARDIM AFONSO CELSO,63400000.0,CE,1375,88.0,96780935.0,,,,,,,,4772500
203,25302086,1,38,1,,8,2017-12-06,1,,,2016-07-27,"Serviços de organização de feiras, congressos, exposições e festas",7319099,RUA,CHIQUINHO CARTEIRO,82,,ALTO DO PADREIRO,63400000.0,CE,1375,88.0,97702339.0,,,,,,,,8230001
204,18906709,1,16,1,,8,2017-02-17,1,,,2013-09-18,Fornecimento de alimentos preparados preponderantemente para empresas,"4721103,4723700,4789005,4772500",RUA,RAIMUNDA CANDIDO DE MOURA,81,,VILA OPERARIA,63400000.0,CE,1375,88.0,35640578.0,,,,,,,,5620101
205,25192875,1,63,1,,8,2019-06-03,1,,,2016-07-13,Casas de festas e eventos,"4929903,8230001,5620101,4723700,5611203,7990200,5611201",SITIO,PEDREGULHO,SN,,DISTRITO SANTO ANTONIO,63400000.0,CE,1375,88.0,96780935.0,,,,,,,,8230002
206,24366255,1,30,1,BARRACA VOLTE SEMPRE,8,2019-12-26,1,,,2016-03-11,Restaurantes e similares,"5620104,4723700,4729699,5611204",RUA,VEREADOR SALUSTIANO MOURA,618,,CENTRO,63400000.0,CE,1375,88.0,92113563.0,,,,,,,,5611201
207,25035400,1,63,1,MD DIVULGACOES,8,2017-03-23,1,,,2016-06-20,Outras atividades de publicidade não especificadas anteriormente,,RUA,Rosita Afonso,39,,Jardim Afonso Celso,63400000.0,CE,1375,88.0,97062994.0,,,,,,,,7319099
208,25842334,1,33,1,,8,2016-12-31,1,,,2016-08-15,Atividades de organizações políticas,,SITIO,CACHOEIRA DOS ARAUJOS,3670,,DISTRITO ST ANTONIO,63400000.0,CE,1375,0.0,0.0,,,88.0,35640191.0,davicandido2016@hotmail.com,,,9492800
209,26047542,1,3,1,,8,2016-12-31,1,,,2016-08-28,Atividades de organizações políticas,,RUA,VALDER VIANA,21,,CENTRO,63400000.0,CE,1375,0.0,0.0,,,88.0,35640029.0,rodrigo22cedro@gmail.com,,,9492800
